Estado,ANO,IN049
Pernambuco,2001,"61,56"
Pernambuco,2002,"61,57"
Pernambuco,2003,"63,61"
Pernambuco,2004,"65,47"
Pernambuco,2005,"66,88"
Pernambuco,2006,"66,57"
Pernambuco,2007,"67,25"
Pernambuco,2008,"65,86"
Pernambuco,2009,"64,67"
Pernambuco,2010,"65,85"
Pernambuco,2011,"65,65"
Pernambuco,2012,"54,69"
Pernambuco,2013,"53,69"
Pernambuco,2014,"51,89"
Pernambuco,2015,"50,96"
Pernambuco,2016,"52,64"
Pernambuco,2017,52
